config,n_platforms,rho_e,alpha,iteration,platform_id,mean_homogeneity,fraction_enclaved,settling_step,n_disruptions,mean_recovery_steps
exp2_np9_rho010_alpha5,9,0.1,5,11,901,0.964094406637195,0.87,23,6,1.1666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,11,902,0.9626620809370326,0.85,4,6,2.4
exp2_np9_rho010_alpha5,9,0.1,5,16,904,0.9567768957600034,0.86,6,5,2.0
exp2_np9_rho010_alpha5,9,0.1,5,16,906,0.9879166195439779,0.95,7,1,3.0
exp2_np9_rho010_alpha5,9,0.1,5,16,902,0.9830693237743384,0.95,1,2,2.5
exp2_np9_rho010_alpha5,9,0.1,5,18,904,0.9529414919119972,0.84,14,8,1.375
exp2_np9_rho010_alpha5,9,0.1,5,18,907,0.9453457930018101,0.81,11,3,4.0
exp2_np9_rho010_alpha5,9,0.1,5,18,909,0.9660130829250629,0.85,19,3,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,19,904,0.9650914511992467,0.88,20,4,1.75
exp2_np9_rho010_alpha5,9,0.1,5,19,908,0.9489236157150768,0.84,12,8,1.375
exp2_np9_rho010_alpha5,9,0.1,5,19,903,0.9723396426314267,0.9,3,4,2.0
exp2_np9_rho010_alpha5,9,0.1,5,20,904,0.9499841396551204,0.88,15,6,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,20,905,0.9536526577375315,0.83,7,10,1.4
exp2_np9_rho010_alpha5,9,0.1,5,20,903,0.9684725252157713,0.88,9,4,1.5
exp2_np9_rho010_alpha5,9,0.1,5,17,904,0.9390824514942622,0.81,7,8,1.7142857142857142
exp2_np9_rho010_alpha5,9,0.1,5,17,909,0.9437919148109079,0.8,31,3,2.3333333333333335
exp2_np9_rho010_alpha5,9,0.1,5,17,902,0.9503902937438494,0.79,53,2,3.0
exp2_np9_rho010_alpha5,9,0.1,5,22,907,0.9717811728624473,0.82,48,1,1.0
exp2_np9_rho010_alpha5,9,0.1,5,22,901,0.986031746031746,0.94,4,2,1.5
exp2_np9_rho010_alpha5,9,0.1,5,22,909,0.964834747192856,0.91,7,6,1.0
exp2_np9_rho010_alpha5,9,0.1,5,23,904,0.9544666162928225,0.86,19,6,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,23,907,0.9687641088611443,0.9,12,3,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,23,903,0.9871182320095363,0.96,15,0,
exp2_np9_rho010_alpha5,9,0.1,5,21,904,0.9525821595733376,0.83,21,4,2.0
exp2_np9_rho010_alpha5,9,0.1,5,21,907,0.9310972798378542,0.75,23,7,2.142857142857143
exp2_np9_rho010_alpha5,9,0.1,5,21,903,0.9539021296547121,0.85,18,4,2.5
exp2_np9_rho010_alpha5,9,0.1,5,24,904,0.9588522164133585,0.87,10,4,1.75
exp2_np9_rho010_alpha5,9,0.1,5,24,901,0.9667521225953212,0.9,4,5,1.4
exp2_np9_rho010_alpha5,9,0.1,5,24,903,0.9778048818810894,0.91,9,2,1.5
exp2_np9_rho010_alpha5,9,0.1,5,28,904,0.9740283922194134,0.93,10,2,1.0
exp2_np9_rho010_alpha5,9,0.1,5,28,905,0.9892965057309886,0.97,3,1,1.0
exp2_np9_rho010_alpha5,9,0.1,5,28,906,0.9476538901085075,0.82,14,6,2.0
exp2_np9_rho010_alpha5,9,0.1,5,26,905,0.9744527101453997,0.92,3,6,1.1666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,26,906,0.9586583902726447,0.84,9,5,2.4
exp2_np9_rho010_alpha5,9,0.1,5,26,907,0.9722580195932803,0.89,6,4,1.75
exp2_np9_rho010_alpha5,9,0.1,5,29,908,0.9528045870910253,0.85,8,5,2.2
exp2_np9_rho010_alpha5,9,0.1,5,29,909,0.9767600100484993,0.93,8,3,1.0
exp2_np9_rho010_alpha5,9,0.1,5,29,903,0.9600014546854684,0.87,36,2,2.5
exp2_np9_rho010_alpha5,9,0.1,5,27,905,0.9557987714708364,0.85,33,0,
exp2_np9_rho010_alpha5,9,0.1,5,27,901,0.9616373677800173,0.87,3,7,1.5
exp2_np9_rho010_alpha5,9,0.1,5,27,902,0.9438622213975165,0.79,4,12,1.5454545454545454
exp2_np9_rho010_alpha5,9,0.1,5,30,907,0.9366193385193964,0.79,31,3,3.3333333333333335
exp2_np9_rho010_alpha5,9,0.1,5,30,909,0.9838352923455898,0.95,3,2,1.0
exp2_np9_rho010_alpha5,9,0.1,5,30,903,0.9742511220854806,0.93,5,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,31,906,0.9617771374624776,0.87,9,3,2.3333333333333335
exp2_np9_rho010_alpha5,9,0.1,5,31,907,0.9832140749899159,0.93,11,1,3.0
exp2_np9_rho010_alpha5,9,0.1,5,31,902,0.9670851649802573,0.87,18,4,1.5
exp2_np9_rho010_alpha5,9,0.1,5,25,906,0.9755827875505502,0.94,14,2,1.5
exp2_np9_rho010_alpha5,9,0.1,5,25,908,0.9526646998985484,0.85,18,3,2.0
exp2_np9_rho010_alpha5,9,0.1,5,25,909,0.9641568472863065,0.86,5,4,3.0
exp2_np9_rho010_alpha5,9,0.1,5,33,904,0.9609830345181848,0.87,27,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,33,907,0.9877086784183559,0.95,8,1,2.0
exp2_np9_rho010_alpha5,9,0.1,5,33,902,0.9345986010579449,0.79,6,11,1.8
exp2_np9_rho010_alpha5,9,0.1,5,34,905,0.9323893400519273,0.79,4,10,2.0
exp2_np9_rho010_alpha5,9,0.1,5,34,907,0.9838651775855723,0.95,3,3,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,34,902,0.9793729857099421,0.94,6,3,1.0
exp2_np9_rho010_alpha5,9,0.1,5,32,907,0.9723259044872304,0.91,19,2,1.5
exp2_np9_rho010_alpha5,9,0.1,5,32,901,0.9528948033699504,0.85,6,4,2.75
exp2_np9_rho010_alpha5,9,0.1,5,32,909,0.9237271447956171,0.79,15,6,2.5
exp2_np9_rho010_alpha5,9,0.1,5,37,906,0.9709621843453157,0.9,13,2,3.0
exp2_np9_rho010_alpha5,9,0.1,5,37,908,0.9747478381101735,0.91,9,4,1.25
exp2_np9_rho010_alpha5,9,0.1,5,37,901,0.9643240850038913,0.88,11,5,1.6
exp2_np9_rho010_alpha5,9,0.1,5,38,904,0.976922507660542,0.92,20,0,
exp2_np9_rho010_alpha5,9,0.1,5,38,905,0.930864189415223,0.81,22,6,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,38,903,0.991815953654189,0.97,3,1,
exp2_np9_rho010_alpha5,9,0.1,5,35,905,0.9655329626852343,0.89,3,5,2.0
exp2_np9_rho010_alpha5,9,0.1,5,35,909,0.9421638654523623,0.79,14,7,1.7142857142857142
exp2_np9_rho010_alpha5,9,0.1,5,35,903,0.9650831928590629,0.88,18,4,1.25
exp2_np9_rho010_alpha5,9,0.1,5,36,906,0.9765462291073443,0.91,4,5,1.4
exp2_np9_rho010_alpha5,9,0.1,5,36,908,0.9662424656352334,0.88,11,6,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,36,901,0.9793190491075243,0.94,7,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,39,904,0.9757261504139785,0.9,6,2,3.0
exp2_np9_rho010_alpha5,9,0.1,5,39,902,0.9584372277904566,0.84,14,8,1.375
exp2_np9_rho010_alpha5,9,0.1,5,39,903,0.9687286205086275,0.91,18,0,
exp2_np9_rho010_alpha5,9,0.1,5,40,906,0.9768250815276677,0.93,12,1,4.0
exp2_np9_rho010_alpha5,9,0.1,5,40,908,0.9651718117007928,0.91,16,4,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,40,903,0.9499611167496061,0.84,21,5,2.0
exp2_np9_rho010_alpha5,9,0.1,5,42,904,0.9549784193938966,0.87,5,4,3.0
exp2_np9_rho010_alpha5,9,0.1,5,42,905,0.9740384515323544,0.91,10,4,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,42,908,0.9848215301131646,0.95,12,2,1.5
exp2_np9_rho010_alpha5,9,0.1,5,41,905,0.9663209124915184,0.89,23,2,1.5
exp2_np9_rho010_alpha5,9,0.1,5,41,906,0.9738596039649682,0.9,15,1,2.0
exp2_np9_rho010_alpha5,9,0.1,5,41,907,0.947317454706762,0.83,12,5,3.0
exp2_np9_rho010_alpha5,9,0.1,5,44,905,0.9540081357749025,0.83,21,6,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,44,908,0.9532281991461872,0.87,12,6,1.1666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,44,902,0.9653909153750072,0.87,10,5,2.0
exp2_np9_rho010_alpha5,9,0.1,5,43,907,0.9516848175465452,0.86,8,4,2.0
exp2_np9_rho010_alpha5,9,0.1,5,43,902,0.9299881088822433,0.78,3,11,1.8181818181818181
exp2_np9_rho010_alpha5,9,0.1,5,43,903,0.9699986792492197,0.91,4,2,3.0
exp2_np9_rho010_alpha5,9,0.1,5,46,905,0.9677855907403125,0.88,17,4,1.5
exp2_np9_rho010_alpha5,9,0.1,5,46,907,0.9736114532119378,0.91,7,5,1.4
exp2_np9_rho010_alpha5,9,0.1,5,46,901,0.9435082051181726,0.82,34,3,2.6666666666666665
exp2_np9_rho010_alpha5,9,0.1,5,45,908,0.9675946273395247,0.87,11,4,1.75
exp2_np9_rho010_alpha5,9,0.1,5,45,902,0.9645904319582885,0.87,9,4,1.75
exp2_np9_rho010_alpha5,9,0.1,5,45,903,0.9877220404879979,0.96,2,3,1.0
exp2_np9_rho010_alpha5,9,0.1,5,47,904,0.9673346728954396,0.9,3,7,1.1428571428571428
exp2_np9_rho010_alpha5,9,0.1,5,47,905,0.969481139520297,0.89,12,3,2.0
exp2_np9_rho010_alpha5,9,0.1,5,47,901,0.9595894856939293,0.86,23,4,1.5
exp2_np9_rho010_alpha5,9,0.1,5,49,905,0.9681402363471912,0.88,10,6,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,49,906,0.9447419142713209,0.83,4,10,1.5
exp2_np9_rho010_alpha5,9,0.1,5,49,903,0.9778256762865056,0.93,10,1,
exp2_np9_rho010_alpha5,9,0.1,5,48,904,0.9581989686980614,0.83,36,1,2.0
exp2_np9_rho010_alpha5,9,0.1,5,48,906,0.9582256054663685,0.84,26,3,1.5
exp2_np9_rho010_alpha5,9,0.1,5,48,903,0.9323968975352541,0.8,8,8,1.75
exp2_np9_rho010_alpha5,9,0.1,5,52,901,0.9451405014701922,0.82,37,2,1.5
exp2_np9_rho010_alpha5,9,0.1,5,52,909,0.9695567113442485,0.89,12,3,1.6666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,52,903,0.9628988791022846,0.87,33,1,1.0
exp2_np9_rho010_alpha5,9,0.1,5,51,904,0.9962929087624209,0.98,11,0,
exp2_np9_rho010_alpha5,9,0.1,5,51,901,0.9474489808044723,0.82,18,8,1.5
exp2_np9_rho010_alpha5,9,0.1,5,51,909,0.9209016624621736,0.79,24,6,1.8333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,50,905,0.9698728626684209,0.87,40,0,
exp2_np9_rho010_alpha5,9,0.1,5,50,907,0.9547463398418433,0.84,24,3,3.0
exp2_np9_rho010_alpha5,9,0.1,5,50,902,0.9733763553268198,0.92,4,3,2.0
exp2_np9_rho010_alpha5,9,0.1,5,53,904,0.9773142826102746,0.95,4,3,1.0
exp2_np9_rho010_alpha5,9,0.1,5,53,908,0.9836689281027466,0.92,7,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,53,901,0.9201766970579638,0.75,36,5,3.0
exp2_np9_rho010_alpha5,9,0.1,5,56,904,0.9061929598843369,0.73,32,5,2.4
exp2_np9_rho010_alpha5,9,0.1,5,56,906,0.9703118246652533,0.92,5,4,1.25
exp2_np9_rho010_alpha5,9,0.1,5,56,907,0.9792887705918868,0.93,13,1,3.0
exp2_np9_rho010_alpha5,9,0.1,5,55,904,0.9369539305176893,0.79,13,6,2.0
exp2_np9_rho010_alpha5,9,0.1,5,55,907,0.9635114773605175,0.87,5,3,3.3333333333333335
exp2_np9_rho010_alpha5,9,0.1,5,55,909,0.9737848847343102,0.91,8,4,1.25
exp2_np9_rho010_alpha5,9,0.1,5,54,904,0.9296601084288428,0.78,22,8,1.75
exp2_np9_rho010_alpha5,9,0.1,5,54,908,0.9777062506491727,0.92,20,1,2.0
exp2_np9_rho010_alpha5,9,0.1,5,54,902,0.9807173537219223,0.92,6,5,1.2
exp2_np9_rho010_alpha5,9,0.1,5,58,906,0.9496582062738758,0.82,10,6,2.1666666666666665
exp2_np9_rho010_alpha5,9,0.1,5,58,901,0.9745586434303997,0.9,3,5,1.6
exp2_np9_rho010_alpha5,9,0.1,5,58,902,0.9939566755083996,0.97,6,0,
exp2_np9_rho010_alpha5,9,0.1,5,57,904,0.9542651624089054,0.87,13,6,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,57,905,0.983735563048063,0.94,8,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,57,907,0.9727055804056783,0.9,5,4,2.0
exp2_np9_rho010_alpha5,9,0.1,5,59,904,0.9649910745885495,0.9,6,5,1.8
exp2_np9_rho010_alpha5,9,0.1,5,59,907,0.972475725952813,0.92,23,3,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,59,909,0.9826541637654668,0.93,10,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,61,904,0.9534463964714067,0.85,8,5,2.2
exp2_np9_rho010_alpha5,9,0.1,5,61,906,0.961789946223263,0.89,56,1,1.0
exp2_np9_rho010_alpha5,9,0.1,5,61,908,0.9917740220326428,0.97,6,0,
exp2_np9_rho010_alpha5,9,0.1,5,62,909,0.9724956785642516,0.9,17,4,1.25
exp2_np9_rho010_alpha5,9,0.1,5,62,902,0.976485683877327,0.93,8,2,1.0
exp2_np9_rho010_alpha5,9,0.1,5,62,903,0.9789299985498076,0.93,3,3,1.6666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,60,906,0.9845252188803082,0.95,3,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,60,909,0.9932654302219519,0.97,7,0,
exp2_np9_rho010_alpha5,9,0.1,5,60,903,0.9497924377800305,0.86,5,7,1.5714285714285714
exp2_np9_rho010_alpha5,9,0.1,5,63,908,0.961825409369676,0.89,13,4,1.5
exp2_np9_rho010_alpha5,9,0.1,5,63,901,0.9850599956759322,0.95,5,2,1.0
exp2_np9_rho010_alpha5,9,0.1,5,63,902,0.9706606342563658,0.89,5,5,1.6
exp2_np9_rho010_alpha5,9,0.1,5,64,905,0.9632465089729827,0.88,17,4,2.25
exp2_np9_rho010_alpha5,9,0.1,5,64,906,0.950645063787085,0.84,7,8,1.75
exp2_np9_rho010_alpha5,9,0.1,5,64,907,0.9725700741394333,0.91,2,4,2.0
exp2_np9_rho010_alpha5,9,0.1,5,65,908,0.9507358873578957,0.86,11,3,3.3333333333333335
exp2_np9_rho010_alpha5,9,0.1,5,65,901,0.972700283826292,0.91,3,6,1.2
exp2_np9_rho010_alpha5,9,0.1,5,65,909,0.9771993973810652,0.94,3,5,1.0
exp2_np9_rho010_alpha5,9,0.1,5,68,904,0.9724978866435484,0.91,11,1,4.0
exp2_np9_rho010_alpha5,9,0.1,5,68,907,0.9726922426016782,0.92,7,3,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,68,901,0.986095811943053,0.96,5,2,1.5
exp2_np9_rho010_alpha5,9,0.1,5,66,904,0.9630531429993836,0.86,29,4,1.5
exp2_np9_rho010_alpha5,9,0.1,5,66,909,0.9218697514813767,0.79,10,8,1.8571428571428572
exp2_np9_rho010_alpha5,9,0.1,5,66,903,0.9766629587453386,0.93,6,1,3.0
exp2_np9_rho010_alpha5,9,0.1,5,67,908,0.982061439520335,0.93,4,2,3.0
exp2_np9_rho010_alpha5,9,0.1,5,67,901,0.9778662535520296,0.93,9,6,1.0
exp2_np9_rho010_alpha5,9,0.1,5,67,903,0.9472922618881325,0.85,9,5,2.0
exp2_np9_rho010_alpha5,9,0.1,5,70,905,0.958221220142593,0.88,3,6,1.6666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,70,908,0.9413588184710281,0.82,5,6,2.3333333333333335
exp2_np9_rho010_alpha5,9,0.1,5,70,902,0.9488953943395658,0.85,13,6,2.0
exp2_np9_rho010_alpha5,9,0.1,5,71,906,0.9850409304048386,0.95,3,3,1.0
exp2_np9_rho010_alpha5,9,0.1,5,71,907,0.9540509754814169,0.81,27,2,4.0
exp2_np9_rho010_alpha5,9,0.1,5,71,901,0.9505725644147828,0.83,3,5,3.0
exp2_np9_rho010_alpha5,9,0.1,5,69,904,0.9428571265851705,0.82,14,6,2.1666666666666665
exp2_np9_rho010_alpha5,9,0.1,5,69,908,0.9693211728905891,0.9,25,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,69,902,0.9738417384573768,0.9,10,3,1.6666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,74,907,0.9941003671970624,0.98,6,0,
exp2_np9_rho010_alpha5,9,0.1,5,74,902,0.9513997872756679,0.81,19,7,1.0
exp2_np9_rho010_alpha5,9,0.1,5,74,903,0.9761642151467876,0.94,4,4,1.0
exp2_np9_rho010_alpha5,9,0.1,5,75,904,0.9659417271155926,0.89,5,5,1.8
exp2_np9_rho010_alpha5,9,0.1,5,75,908,0.976072671979283,0.92,13,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,75,903,0.9607271927371914,0.86,38,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,76,905,0.974215208453148,0.91,11,3,1.0
exp2_np9_rho010_alpha5,9,0.1,5,76,906,0.9665032462272347,0.85,5,8,1.5
exp2_np9_rho010_alpha5,9,0.1,5,76,907,0.9712593018316684,0.92,4,4,1.75
exp2_np9_rho010_alpha5,9,0.1,5,73,908,0.9575998394093677,0.86,31,4,1.5
exp2_np9_rho010_alpha5,9,0.1,5,73,901,0.9438536251177903,0.83,4,10,1.5
exp2_np9_rho010_alpha5,9,0.1,5,73,902,0.926294284741434,0.78,4,8,2.5
exp2_np9_rho010_alpha5,9,0.1,5,77,905,0.9621461165060322,0.88,10,5,1.2
exp2_np9_rho010_alpha5,9,0.1,5,77,906,0.9535554707047228,0.85,4,8,1.625
exp2_np9_rho010_alpha5,9,0.1,5,77,909,0.9561666517234019,0.87,8,5,2.0
exp2_np9_rho010_alpha5,9,0.1,5,72,905,0.9848832607116921,0.95,11,2,1.0
exp2_np9_rho010_alpha5,9,0.1,5,72,901,0.9726946733561903,0.9,16,3,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,72,902,0.9543077132005598,0.82,11,6,2.1666666666666665
exp2_np9_rho010_alpha5,9,0.1,5,78,904,0.948541072956856,0.86,18,4,2.0
exp2_np9_rho010_alpha5,9,0.1,5,78,906,0.9396024960249548,0.8,23,4,2.0
exp2_np9_rho010_alpha5,9,0.1,5,78,908,0.9745580100116686,0.91,6,5,1.2
exp2_np9_rho010_alpha5,9,0.1,5,79,905,0.9663894308589235,0.88,5,3,4.5
exp2_np9_rho010_alpha5,9,0.1,5,79,908,0.9471782072042623,0.87,4,5,2.0
exp2_np9_rho010_alpha5,9,0.1,5,79,909,0.9830000327821788,0.95,10,1,
exp2_np9_rho010_alpha5,9,0.1,5,80,906,0.9867735239523096,0.95,3,1,3.0
exp2_np9_rho010_alpha5,9,0.1,5,80,908,0.9707906298785971,0.89,7,5,1.4
exp2_np9_rho010_alpha5,9,0.1,5,80,902,0.9680834028610537,0.9,7,5,1.5
exp2_np9_rho010_alpha5,9,0.1,5,81,908,0.9571738462613213,0.88,11,6,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,81,909,0.9726768481031638,0.92,19,0,
exp2_np9_rho010_alpha5,9,0.1,5,81,902,0.9658251335720844,0.9,3,5,1.6
exp2_np9_rho010_alpha5,9,0.1,5,82,906,0.9784951430820072,0.94,4,5,1.0
exp2_np9_rho010_alpha5,9,0.1,5,82,908,0.9711354680141555,0.91,10,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,82,901,0.9541801211978015,0.86,5,7,1.7142857142857142
exp2_np9_rho010_alpha5,9,0.1,5,86,906,0.9726671789463781,0.92,6,1,5.0
exp2_np9_rho010_alpha5,9,0.1,5,86,901,0.9610777655241332,0.88,16,4,1.5
exp2_np9_rho010_alpha5,9,0.1,5,86,902,0.9425537435760198,0.81,11,5,3.0
exp2_np9_rho010_alpha5,9,0.1,5,85,904,0.9856555944055944,0.94,13,2,1.0
exp2_np9_rho010_alpha5,9,0.1,5,85,909,0.9754469473117731,0.92,19,1,1.0
exp2_np9_rho010_alpha5,9,0.1,5,85,902,0.9495270727931527,0.82,1,7,2.3333333333333335
exp2_np9_rho010_alpha5,9,0.1,5,83,904,0.9542856785692092,0.85,22,6,1.8333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,83,909,0.9650510116169059,0.87,13,6,1.5
exp2_np9_rho010_alpha5,9,0.1,5,83,902,0.9712483112770641,0.89,19,4,1.25
exp2_np9_rho010_alpha5,9,0.1,5,84,904,0.9619355751104589,0.88,6,4,1.75
exp2_np9_rho010_alpha5,9,0.1,5,84,901,0.9731142130345484,0.91,6,4,1.5
exp2_np9_rho010_alpha5,9,0.1,5,84,909,0.9608276272419591,0.84,19,4,1.25
exp2_np9_rho010_alpha5,9,0.1,5,87,906,0.9327138058686082,0.8,21,4,1.75
exp2_np9_rho010_alpha5,9,0.1,5,87,902,0.9588150634018854,0.84,25,4,1.75
exp2_np9_rho010_alpha5,9,0.1,5,87,903,0.9583101038128069,0.85,6,7,1.7142857142857142
exp2_np9_rho010_alpha5,9,0.1,5,89,905,0.9881846348096349,0.97,3,1,2.0
exp2_np9_rho010_alpha5,9,0.1,5,89,907,0.9785928577514363,0.93,3,3,1.6666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,89,903,0.900204330107899,0.67,16,9,2.5555555555555554
exp2_np9_rho010_alpha5,9,0.1,5,92,904,0.9549992802371634,0.87,3,7,1.7142857142857142
exp2_np9_rho010_alpha5,9,0.1,5,92,909,0.9611569309533388,0.9,12,4,1.75
exp2_np9_rho010_alpha5,9,0.1,5,92,903,0.9643385740002836,0.9,4,6,1.5
exp2_np9_rho010_alpha5,9,0.1,5,91,905,0.976124289378508,0.93,10,1,3.0
exp2_np9_rho010_alpha5,9,0.1,5,91,906,0.9352976981044309,0.8,23,3,3.3333333333333335
exp2_np9_rho010_alpha5,9,0.1,5,91,903,0.9585766114125902,0.87,12,4,2.25
exp2_np9_rho010_alpha5,9,0.1,5,93,901,0.9859841018317985,0.9,18,0,
exp2_np9_rho010_alpha5,9,0.1,5,93,902,0.9759497872293525,0.92,7,1,5.0
exp2_np9_rho010_alpha5,9,0.1,5,93,903,0.9646905438503904,0.89,5,8,1.0
exp2_np9_rho010_alpha5,9,0.1,5,88,904,0.9618770748013482,0.86,4,8,1.375
exp2_np9_rho010_alpha5,9,0.1,5,88,907,0.9490948956215728,0.86,14,5,1.6
exp2_np9_rho010_alpha5,9,0.1,5,88,902,0.9548136223502374,0.86,18,6,1.5
exp2_np9_rho010_alpha5,9,0.1,5,90,904,0.9468504673243895,0.82,21,4,1.0
exp2_np9_rho010_alpha5,9,0.1,5,90,905,0.9395996357538032,0.78,17,8,1.875
exp2_np9_rho010_alpha5,9,0.1,5,90,903,0.9502059151691183,0.87,3,8,1.4285714285714286
exp2_np9_rho010_alpha5,9,0.1,5,94,906,0.9591998731776326,0.85,15,4,2.5
exp2_np9_rho010_alpha5,9,0.1,5,94,901,0.9726300788140202,0.92,7,4,1.25
exp2_np9_rho010_alpha5,9,0.1,5,94,902,0.9689521650983689,0.9,30,0,
exp2_np9_rho010_alpha5,9,0.1,5,95,901,0.9687408155074122,0.88,23,3,1.0
exp2_np9_rho010_alpha5,9,0.1,5,95,902,0.936835303407701,0.8,47,7,1.1428571428571428
exp2_np9_rho010_alpha5,9,0.1,5,95,903,0.9783901587844858,0.95,5,1,3.0
exp2_np9_rho010_alpha5,9,0.1,5,96,906,0.9612908060931317,0.89,20,1,1.0
exp2_np9_rho010_alpha5,9,0.1,5,96,901,0.9528612054294823,0.85,7,6,1.8333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,96,902,0.9763308791988162,0.92,6,1,5.0
exp2_np9_rho010_alpha5,9,0.1,5,98,905,0.9830997777239935,0.92,29,1,2.0
exp2_np9_rho010_alpha5,9,0.1,5,98,909,0.9563670907613973,0.87,6,4,2.75
exp2_np9_rho010_alpha5,9,0.1,5,98,903,0.9727700173074996,0.89,4,8,1.25
exp2_np9_rho010_alpha5,9,0.1,5,99,909,0.9734396129297583,0.91,14,3,1.6666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,99,902,0.959323779572355,0.86,7,7,1.4285714285714286
exp2_np9_rho010_alpha5,9,0.1,5,99,903,0.9665927630722897,0.89,6,5,1.8
exp2_np9_rho010_alpha5,9,0.1,5,97,906,0.9575919873340459,0.85,20,3,2.3333333333333335
exp2_np9_rho010_alpha5,9,0.1,5,97,908,0.9511217494503696,0.82,15,6,1.8333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,97,903,0.9589725153091553,0.89,5,5,1.6
exp2_np9_rho010_alpha5,9,0.1,5,100,907,0.9725903547505041,0.89,17,4,1.25
exp2_np9_rho010_alpha5,9,0.1,5,100,901,0.9282029985105694,0.8,18,6,2.0
exp2_np9_rho010_alpha5,9,0.1,5,100,902,0.95745597029995,0.82,37,3,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,101,908,0.9657006640299285,0.88,24,2,2.5
exp2_np9_rho010_alpha5,9,0.1,5,101,901,0.9290766416567527,0.79,49,2,1.5
exp2_np9_rho010_alpha5,9,0.1,5,101,903,0.9710803838256136,0.88,20,2,2.0
exp2_np9_rho010_alpha5,9,0.1,5,102,907,0.9569245217832087,0.83,8,5,2.25
exp2_np9_rho010_alpha5,9,0.1,5,102,908,0.9720887031167877,0.92,12,3,1.6666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,102,901,0.9424173315724117,0.81,5,12,1.3333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,103,904,0.954905775035936,0.85,13,7,1.2857142857142858
exp2_np9_rho010_alpha5,9,0.1,5,103,906,0.9452910179483545,0.82,21,3,2.3333333333333335
exp2_np9_rho010_alpha5,9,0.1,5,103,907,0.9710227196014272,0.91,6,6,1.1666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,104,905,0.9640794901728194,0.88,6,8,1.25
exp2_np9_rho010_alpha5,9,0.1,5,104,901,0.9579511232082966,0.87,7,5,1.8
exp2_np9_rho010_alpha5,9,0.1,5,104,903,0.9684496941574925,0.89,2,6,1.6666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,105,908,0.9173896633789538,0.74,40,4,2.5
exp2_np9_rho010_alpha5,9,0.1,5,105,901,0.9669444998166816,0.9,6,5,1.2
exp2_np9_rho010_alpha5,9,0.1,5,105,902,0.9654441945693979,0.9,4,5,1.6
exp2_np9_rho010_alpha5,9,0.1,5,108,908,0.9592404911449417,0.87,17,5,1.4
exp2_np9_rho010_alpha5,9,0.1,5,108,902,0.9682788799952056,0.87,5,5,1.8
exp2_np9_rho010_alpha5,9,0.1,5,108,903,0.9698220212332868,0.88,23,1,2.0
exp2_np9_rho010_alpha5,9,0.1,5,106,904,0.9546336297627451,0.83,11,6,1.8333333333333333
exp2_np9_rho010_alpha5,9,0.1,5,106,901,0.9691186940693086,0.89,7,5,1.6
exp2_np9_rho010_alpha5,9,0.1,5,106,902,0.958838979355004,0.88,14,6,1.1666666666666667
exp2_np9_rho010_alpha5,9,0.1,5,107,908,0.9683913136987309,0.89,12,3,2.0
