config,n_platforms,rho_e,alpha,iteration,platform_id,burst_index,burst_step,burst_size
exp2_np9_rho005_alpha2,9,0.05,2,108,904,10,93,12.0
exp2_np9_rho005_alpha2,9,0.05,2,108,905,0,0,10.0
exp2_np9_rho005_alpha2,9,0.05,2,108,906,0,1,10.0
exp2_np9_rho005_alpha2,9,0.05,2,108,906,1,13,10.0
exp2_np9_rho005_alpha2,9,0.05,2,108,906,2,58,15.0
exp2_np9_rho005_alpha2,9,0.05,2,108,906,3,75,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,906,4,85,14.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,0,4,19.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,1,11,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,2,17,10.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,3,20,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,4,36,13.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,5,42,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,6,63,15.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,7,67,14.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,8,78,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,9,91,16.0
exp2_np9_rho005_alpha2,9,0.05,2,108,907,10,95,15.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,0,7,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,1,16,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,2,22,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,3,34,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,4,41,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,5,43,15.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,6,57,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,7,66,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,8,70,10.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,9,84,14.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,10,87,24.0
exp2_np9_rho005_alpha2,9,0.05,2,108,908,11,94,10.0
exp2_np9_rho005_alpha2,9,0.05,2,109,901,0,27,10.0
exp2_np9_rho005_alpha2,9,0.05,2,109,901,1,30,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,901,2,46,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,901,3,51,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,901,4,54,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,901,5,59,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,901,6,66,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,901,7,73,16.0
exp2_np9_rho005_alpha2,9,0.05,2,109,901,8,92,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,903,0,14,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,903,1,38,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,903,2,82,12.0
exp2_np9_rho005_alpha2,9,0.05,2,109,904,0,21,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,904,1,41,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,904,2,48,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,904,3,52,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,904,4,57,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,904,5,64,12.0
exp2_np9_rho005_alpha2,9,0.05,2,109,904,6,76,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,904,7,79,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,904,8,91,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,906,0,4,12.0
exp2_np9_rho005_alpha2,9,0.05,2,109,906,1,18,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,906,2,23,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,906,3,28,17.0
exp2_np9_rho005_alpha2,9,0.05,2,109,906,4,49,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,906,5,60,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,906,6,68,10.0
exp2_np9_rho005_alpha2,9,0.05,2,109,906,7,84,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,907,0,29,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,907,1,45,13.0
exp2_np9_rho005_alpha2,9,0.05,2,109,907,2,93,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,909,0,19,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,909,1,26,21.0
exp2_np9_rho005_alpha2,9,0.05,2,109,909,2,78,14.0
exp2_np9_rho005_alpha2,9,0.05,2,109,909,3,95,21.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,0,3,19.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,1,14,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,2,17,14.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,3,22,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,4,27,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,5,31,13.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,6,38,11.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,7,53,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,8,63,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,9,66,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,10,77,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,11,79,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,12,84,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,902,13,89,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,904,0,44,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,904,1,58,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,904,2,91,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,904,3,95,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,0,5,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,1,20,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,2,23,12.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,3,25,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,4,30,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,5,37,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,6,39,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,7,50,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,8,54,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,9,68,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,10,75,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,11,82,19.0
exp2_np9_rho005_alpha2,9,0.05,2,110,905,12,92,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,906,0,38,12.0
exp2_np9_rho005_alpha2,9,0.05,2,110,906,1,78,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,0,6,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,1,16,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,2,19,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,3,24,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,4,26,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,5,36,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,6,41,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,7,47,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,8,55,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,9,65,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,10,73,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,11,83,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,12,85,23.0
exp2_np9_rho005_alpha2,9,0.05,2,110,907,13,99,23.0
exp2_np9_rho005_alpha2,9,0.05,2,111,903,0,3,16.0
exp2_np9_rho005_alpha2,9,0.05,2,111,903,1,11,13.0
exp2_np9_rho005_alpha2,9,0.05,2,111,903,2,27,12.0
exp2_np9_rho005_alpha2,9,0.05,2,111,903,3,36,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,903,4,50,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,903,5,63,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,903,6,67,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,903,7,73,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,903,8,89,14.0
exp2_np9_rho005_alpha2,9,0.05,2,111,903,9,96,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,905,0,18,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,905,1,57,11.0
exp2_np9_rho005_alpha2,9,0.05,2,111,905,2,83,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,905,3,87,10.0
exp2_np9_rho005_alpha2,9,0.05,2,111,906,0,19,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,906,1,24,14.0
exp2_np9_rho005_alpha2,9,0.05,2,111,906,2,93,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,907,0,6,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,907,1,14,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,907,2,29,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,907,3,32,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,907,4,37,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,907,5,59,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,907,6,72,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,907,7,76,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,907,8,84,10.0
exp2_np9_rho005_alpha2,9,0.05,2,111,907,9,95,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,908,0,7,11.0
exp2_np9_rho005_alpha2,9,0.05,2,111,908,1,16,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,908,2,41,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,908,3,58,12.0
exp2_np9_rho005_alpha2,9,0.05,2,111,908,4,98,11.0
exp2_np9_rho005_alpha2,9,0.05,2,111,909,0,15,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,909,1,31,11.0
exp2_np9_rho005_alpha2,9,0.05,2,111,909,2,34,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,909,3,55,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,909,4,61,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,909,5,65,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,909,6,69,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,909,7,80,18.0
exp2_np9_rho005_alpha2,9,0.05,2,111,909,8,91,18.0
exp2_np9_rho005_alpha2,9,0.05,2,113,903,0,1,19.0
exp2_np9_rho005_alpha2,9,0.05,2,113,903,1,95,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,0,3,25.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,1,9,14.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,2,14,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,3,22,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,4,28,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,5,41,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,6,43,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,7,46,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,8,58,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,9,64,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,10,68,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,11,71,16.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,12,80,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,13,93,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,904,14,97,10.0
exp2_np9_rho005_alpha2,9,0.05,2,113,905,0,6,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,905,1,16,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,905,2,31,16.0
exp2_np9_rho005_alpha2,9,0.05,2,113,905,3,52,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,905,4,62,15.0
exp2_np9_rho005_alpha2,9,0.05,2,113,905,5,67,13.0
exp2_np9_rho005_alpha2,9,0.05,2,113,905,6,81,11.0
exp2_np9_rho005_alpha2,9,0.05,2,113,906,0,47,19.0
exp2_np9_rho005_alpha2,9,0.05,2,113,906,1,73,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,906,2,99,15.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,0,4,14.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,1,19,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,2,26,16.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,3,34,17.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,4,40,12.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,5,42,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,6,48,22.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,7,50,10.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,8,61,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,9,67,15.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,10,71,12.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,11,78,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,12,82,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,13,92,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,908,14,96,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,0,5,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,1,11,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,2,25,12.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,3,30,12.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,4,39,22.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,5,45,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,6,49,22.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,7,55,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,8,60,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,9,66,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,10,70,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,11,84,28.0
exp2_np9_rho005_alpha2,9,0.05,2,113,909,12,98,24.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,0,8,10.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,1,11,17.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,2,14,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,3,19,18.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,4,24,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,5,29,14.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,6,36,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,7,49,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,8,54,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,9,56,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,10,61,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,11,64,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,12,67,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,13,73,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,14,79,24.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,15,86,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,904,16,95,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,0,1,14.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,1,7,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,2,11,10.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,3,18,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,4,23,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,5,27,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,6,39,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,7,42,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,8,50,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,9,55,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,10,62,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,11,66,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,12,80,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,13,87,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,905,14,89,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,0,4,24.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,1,12,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,2,26,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,3,33,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,4,38,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,5,40,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,6,45,10.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,7,60,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,8,70,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,9,81,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,906,10,88,12.0
exp2_np9_rho005_alpha2,9,0.05,2,112,907,0,16,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,907,1,20,17.0
exp2_np9_rho005_alpha2,9,0.05,2,112,907,2,57,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,907,3,77,10.0
exp2_np9_rho005_alpha2,9,0.05,2,112,907,4,82,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,908,0,9,17.0
exp2_np9_rho005_alpha2,9,0.05,2,112,908,1,17,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,908,2,20,10.0
exp2_np9_rho005_alpha2,9,0.05,2,112,908,3,74,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,908,4,91,27.0
exp2_np9_rho005_alpha2,9,0.05,2,112,909,0,88,15.0
exp2_np9_rho005_alpha2,9,0.05,2,114,902,0,10,15.0
exp2_np9_rho005_alpha2,9,0.05,2,114,902,1,60,13.0
exp2_np9_rho005_alpha2,9,0.05,2,114,902,2,96,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,903,0,41,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,903,1,53,20.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,0,1,16.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,1,4,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,2,6,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,3,13,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,4,21,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,5,30,18.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,6,35,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,7,46,12.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,8,50,14.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,9,63,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,10,70,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,11,80,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,904,12,92,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,905,0,8,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,905,1,31,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,905,2,86,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,0,5,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,1,19,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,2,29,12.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,3,32,12.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,4,39,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,5,44,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,6,47,13.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,7,54,20.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,8,59,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,9,65,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,10,72,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,907,11,83,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,0,2,19.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,1,9,10.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,2,24,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,3,33,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,4,36,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,5,45,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,6,49,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,7,52,14.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,8,56,18.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,9,62,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,10,68,14.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,11,85,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,908,12,98,25.0
exp2_np9_rho005_alpha2,9,0.05,2,114,909,0,1,15.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,0,2,10.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,1,8,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,2,16,15.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,3,19,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,4,22,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,5,26,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,6,31,21.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,7,38,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,8,41,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,9,43,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,10,65,16.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,11,69,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,12,77,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,13,84,16.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,14,88,11.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,15,95,13.0
exp2_np9_rho005_alpha2,9,0.05,2,115,901,16,99,10.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,0,1,12.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,1,9,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,2,17,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,3,20,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,4,29,10.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,5,33,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,6,37,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,7,40,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,8,42,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,9,46,17.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,10,60,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,11,64,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,12,67,16.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,13,75,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,14,78,15.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,15,83,12.0
exp2_np9_rho005_alpha2,9,0.05,2,115,904,16,88,10.0
exp2_np9_rho005_alpha2,9,0.05,2,115,905,0,3,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,905,1,79,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,905,2,93,22.0
exp2_np9_rho005_alpha2,9,0.05,2,115,906,0,7,15.0
exp2_np9_rho005_alpha2,9,0.05,2,115,906,1,11,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,906,2,24,11.0
exp2_np9_rho005_alpha2,9,0.05,2,115,906,3,63,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,906,4,86,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,908,0,14,15.0
exp2_np9_rho005_alpha2,9,0.05,2,115,908,1,29,11.0
exp2_np9_rho005_alpha2,9,0.05,2,115,908,2,36,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,908,3,51,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,908,4,68,14.0
exp2_np9_rho005_alpha2,9,0.05,2,115,908,5,80,11.0
exp2_np9_rho005_alpha2,9,0.05,2,115,908,6,85,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,908,7,98,10.0
exp2_np9_rho005_alpha2,9,0.05,2,115,909,0,4,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,909,1,25,23.0
exp2_np9_rho005_alpha2,9,0.05,2,115,909,2,44,10.0
exp2_np9_rho005_alpha2,9,0.05,2,115,909,3,92,22.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,0,3,22.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,1,25,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,2,28,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,3,35,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,4,41,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,5,46,10.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,6,50,12.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,7,60,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,8,73,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,9,90,11.0
exp2_np9_rho005_alpha2,9,0.05,2,116,901,10,98,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,902,0,16,10.0
exp2_np9_rho005_alpha2,9,0.05,2,116,902,1,85,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,902,2,89,13.0
exp2_np9_rho005_alpha2,9,0.05,2,116,904,0,4,22.0
exp2_np9_rho005_alpha2,9,0.05,2,116,904,1,10,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,904,2,14,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,904,3,23,19.0
exp2_np9_rho005_alpha2,9,0.05,2,116,904,4,38,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,904,5,43,12.0
exp2_np9_rho005_alpha2,9,0.05,2,116,904,6,54,19.0
exp2_np9_rho005_alpha2,9,0.05,2,116,904,7,58,24.0
exp2_np9_rho005_alpha2,9,0.05,2,116,904,8,67,24.0
