config,n_platforms,rho_e,alpha,iteration,platform_id,burst_index,burst_step,burst_size
exp2_np27_rho005_alpha10,27,0.05,10,114,903,0,56,25.0
exp2_np27_rho005_alpha10,27,0.05,10,114,903,1,70,11.0
exp2_np27_rho005_alpha10,27,0.05,10,114,903,2,93,12.0
exp2_np27_rho005_alpha10,27,0.05,10,114,907,0,35,11.0
exp2_np27_rho005_alpha10,27,0.05,10,114,908,0,11,10.0
exp2_np27_rho005_alpha10,27,0.05,10,114,908,1,37,11.0
exp2_np27_rho005_alpha10,27,0.05,10,114,908,2,77,12.0
exp2_np27_rho005_alpha10,27,0.05,10,114,908,3,81,25.0
exp2_np27_rho005_alpha10,27,0.05,10,114,909,0,19,10.0
exp2_np27_rho005_alpha10,27,0.05,10,114,909,1,51,17.0
exp2_np27_rho005_alpha10,27,0.05,10,114,909,2,64,19.0
exp2_np27_rho005_alpha10,27,0.05,10,114,911,0,44,13.0
exp2_np27_rho005_alpha10,27,0.05,10,114,911,1,57,25.0
exp2_np27_rho005_alpha10,27,0.05,10,114,914,0,36,13.0
exp2_np27_rho005_alpha10,27,0.05,10,114,914,1,65,25.0
exp2_np27_rho005_alpha10,27,0.05,10,114,915,0,30,22.0
exp2_np27_rho005_alpha10,27,0.05,10,114,915,1,75,10.0
exp2_np27_rho005_alpha10,27,0.05,10,114,916,0,60,17.0
exp2_np27_rho005_alpha10,27,0.05,10,114,916,1,85,20.0
exp2_np27_rho005_alpha10,27,0.05,10,114,916,2,97,18.0
exp2_np27_rho005_alpha10,27,0.05,10,114,917,0,22,15.0
exp2_np27_rho005_alpha10,27,0.05,10,114,917,1,28,20.0
exp2_np27_rho005_alpha10,27,0.05,10,114,917,2,31,22.0
exp2_np27_rho005_alpha10,27,0.05,10,114,917,3,46,15.0
exp2_np27_rho005_alpha10,27,0.05,10,114,917,4,52,17.0
exp2_np27_rho005_alpha10,27,0.05,10,114,917,5,77,13.0
exp2_np27_rho005_alpha10,27,0.05,10,114,917,6,87,24.0
exp2_np27_rho005_alpha10,27,0.05,10,114,917,7,91,12.0
exp2_np27_rho005_alpha10,27,0.05,10,114,917,8,99,10.0
exp2_np27_rho005_alpha10,27,0.05,10,114,919,0,62,11.0
exp2_np27_rho005_alpha10,27,0.05,10,114,920,0,34,24.0
exp2_np27_rho005_alpha10,27,0.05,10,114,922,0,70,14.0
exp2_np27_rho005_alpha10,27,0.05,10,115,903,0,19,14.0
exp2_np27_rho005_alpha10,27,0.05,10,115,903,1,24,10.0
exp2_np27_rho005_alpha10,27,0.05,10,115,903,2,46,20.0
exp2_np27_rho005_alpha10,27,0.05,10,115,903,3,55,12.0
exp2_np27_rho005_alpha10,27,0.05,10,115,903,4,97,13.0
exp2_np27_rho005_alpha10,27,0.05,10,115,905,0,28,14.0
exp2_np27_rho005_alpha10,27,0.05,10,115,906,0,30,12.0
exp2_np27_rho005_alpha10,27,0.05,10,115,906,1,72,15.0
exp2_np27_rho005_alpha10,27,0.05,10,115,908,0,52,22.0
exp2_np27_rho005_alpha10,27,0.05,10,115,910,0,61,20.0
exp2_np27_rho005_alpha10,27,0.05,10,115,911,0,48,22.0
exp2_np27_rho005_alpha10,27,0.05,10,115,911,1,86,11.0
exp2_np27_rho005_alpha10,27,0.05,10,115,913,0,39,15.0
exp2_np27_rho005_alpha10,27,0.05,10,115,913,1,53,22.0
exp2_np27_rho005_alpha10,27,0.05,10,115,913,2,56,10.0
exp2_np27_rho005_alpha10,27,0.05,10,115,914,0,68,20.0
exp2_np27_rho005_alpha10,27,0.05,10,115,918,0,88,11.0
exp2_np27_rho005_alpha10,27,0.05,10,115,919,0,26,13.0
exp2_np27_rho005_alpha10,27,0.05,10,115,920,0,70,11.0
exp2_np27_rho005_alpha10,27,0.05,10,115,920,1,99,10.0
exp2_np27_rho005_alpha10,27,0.05,10,115,921,0,43,16.0
exp2_np27_rho005_alpha10,27,0.05,10,115,922,0,42,15.0
exp2_np27_rho005_alpha10,27,0.05,10,115,922,1,54,22.0
exp2_np27_rho005_alpha10,27,0.05,10,115,922,2,74,12.0
exp2_np27_rho005_alpha10,27,0.05,10,115,924,0,36,12.0
exp2_np27_rho005_alpha10,27,0.05,10,115,924,1,58,18.0
exp2_np27_rho005_alpha10,27,0.05,10,115,926,0,16,12.0
exp2_np27_rho005_alpha10,27,0.05,10,115,927,0,94,13.0
exp2_np27_rho005_alpha10,27,0.05,10,117,902,0,28,20.0
exp2_np27_rho005_alpha10,27,0.05,10,117,902,1,49,11.0
exp2_np27_rho005_alpha10,27,0.05,10,117,903,0,83,10.0
exp2_np27_rho005_alpha10,27,0.05,10,117,905,0,19,12.0
exp2_np27_rho005_alpha10,27,0.05,10,117,905,1,54,11.0
exp2_np27_rho005_alpha10,27,0.05,10,117,905,2,77,10.0
exp2_np27_rho005_alpha10,27,0.05,10,117,907,0,21,16.0
exp2_np27_rho005_alpha10,27,0.05,10,117,907,1,38,21.0
exp2_np27_rho005_alpha10,27,0.05,10,117,910,0,62,19.0
exp2_np27_rho005_alpha10,27,0.05,10,117,911,0,17,12.0
exp2_np27_rho005_alpha10,27,0.05,10,117,911,1,47,13.0
exp2_np27_rho005_alpha10,27,0.05,10,117,911,2,57,14.0
exp2_np27_rho005_alpha10,27,0.05,10,117,914,0,72,19.0
exp2_np27_rho005_alpha10,27,0.05,10,117,917,0,31,22.0
exp2_np27_rho005_alpha10,27,0.05,10,117,918,0,74,22.0
exp2_np27_rho005_alpha10,27,0.05,10,117,919,0,34,11.0
exp2_np27_rho005_alpha10,27,0.05,10,117,919,1,66,19.0
exp2_np27_rho005_alpha10,27,0.05,10,117,922,0,25,12.0
exp2_np27_rho005_alpha10,27,0.05,10,117,922,1,70,19.0
exp2_np27_rho005_alpha10,27,0.05,10,117,923,0,30,21.0
exp2_np27_rho005_alpha10,27,0.05,10,117,924,0,41,10.0
exp2_np27_rho005_alpha10,27,0.05,10,117,924,1,76,12.0
exp2_np27_rho005_alpha10,27,0.05,10,117,927,0,23,11.0
exp2_np27_rho005_alpha10,27,0.05,10,117,927,1,43,10.0
exp2_np27_rho005_alpha10,27,0.05,10,116,903,0,28,10.0
exp2_np27_rho005_alpha10,27,0.05,10,116,903,1,84,15.0
exp2_np27_rho005_alpha10,27,0.05,10,116,904,0,81,11.0
exp2_np27_rho005_alpha10,27,0.05,10,116,905,0,89,10.0
exp2_np27_rho005_alpha10,27,0.05,10,116,906,0,98,11.0
exp2_np27_rho005_alpha10,27,0.05,10,116,908,0,94,13.0
exp2_np27_rho005_alpha10,27,0.05,10,116,915,0,56,16.0
exp2_np27_rho005_alpha10,27,0.05,10,116,915,1,76,18.0
exp2_np27_rho005_alpha10,27,0.05,10,116,916,0,50,11.0
exp2_np27_rho005_alpha10,27,0.05,10,116,916,1,68,11.0
exp2_np27_rho005_alpha10,27,0.05,10,116,919,0,49,10.0
exp2_np27_rho005_alpha10,27,0.05,10,116,922,0,71,17.0
exp2_np27_rho005_alpha10,27,0.05,10,116,925,0,37,11.0
exp2_np27_rho005_alpha10,27,0.05,10,116,927,0,30,10.0
exp2_np27_rho005_alpha10,27,0.05,10,116,927,1,59,16.0
exp2_np27_rho005_alpha10,27,0.05,10,116,927,2,74,11.0
exp2_np27_rho005_alpha10,27,0.05,10,121,901,0,14,14.0
exp2_np27_rho005_alpha10,27,0.05,10,121,901,1,60,14.0
exp2_np27_rho005_alpha10,27,0.05,10,121,903,0,15,23.0
exp2_np27_rho005_alpha10,27,0.05,10,121,903,1,35,12.0
exp2_np27_rho005_alpha10,27,0.05,10,121,903,2,38,18.0
exp2_np27_rho005_alpha10,27,0.05,10,121,903,3,45,17.0
exp2_np27_rho005_alpha10,27,0.05,10,121,903,4,55,28.0
exp2_np27_rho005_alpha10,27,0.05,10,121,903,5,58,13.0
exp2_np27_rho005_alpha10,27,0.05,10,121,903,6,64,24.0
exp2_np27_rho005_alpha10,27,0.05,10,121,903,7,68,26.0
exp2_np27_rho005_alpha10,27,0.05,10,121,903,8,76,22.0
exp2_np27_rho005_alpha10,27,0.05,10,121,903,9,90,13.0
exp2_np27_rho005_alpha10,27,0.05,10,121,904,0,13,10.0
exp2_np27_rho005_alpha10,27,0.05,10,121,905,0,25,16.0
exp2_np27_rho005_alpha10,27,0.05,10,121,905,1,31,17.0
exp2_np27_rho005_alpha10,27,0.05,10,121,905,2,34,15.0
exp2_np27_rho005_alpha10,27,0.05,10,121,905,3,73,13.0
exp2_np27_rho005_alpha10,27,0.05,10,121,905,4,82,27.0
exp2_np27_rho005_alpha10,27,0.05,10,121,905,5,86,16.0
exp2_np27_rho005_alpha10,27,0.05,10,121,906,0,96,14.0
exp2_np27_rho005_alpha10,27,0.05,10,121,909,0,16,23.0
exp2_np27_rho005_alpha10,27,0.05,10,121,909,1,31,10.0
exp2_np27_rho005_alpha10,27,0.05,10,121,909,2,41,27.0
exp2_np27_rho005_alpha10,27,0.05,10,121,909,3,49,13.0
exp2_np27_rho005_alpha10,27,0.05,10,121,909,4,57,10.0
exp2_np27_rho005_alpha10,27,0.05,10,121,912,0,48,28.0
exp2_np27_rho005_alpha10,27,0.05,10,121,914,0,23,16.0
exp2_np27_rho005_alpha10,27,0.05,10,121,914,1,30,10.0
exp2_np27_rho005_alpha10,27,0.05,10,121,914,2,33,27.0
exp2_np27_rho005_alpha10,27,0.05,10,121,914,3,62,20.0
exp2_np27_rho005_alpha10,27,0.05,10,121,915,0,37,18.0
exp2_np27_rho005_alpha10,27,0.05,10,121,915,1,92,16.0
exp2_np27_rho005_alpha10,27,0.05,10,121,916,0,44,13.0
exp2_np27_rho005_alpha10,27,0.05,10,121,916,1,50,16.0
exp2_np27_rho005_alpha10,27,0.05,10,121,916,2,57,16.0
exp2_np27_rho005_alpha10,27,0.05,10,121,916,3,61,12.0
exp2_np27_rho005_alpha10,27,0.05,10,121,916,4,83,27.0
exp2_np27_rho005_alpha10,27,0.05,10,121,916,5,93,16.0
exp2_np27_rho005_alpha10,27,0.05,10,121,918,0,51,24.0
exp2_np27_rho005_alpha10,27,0.05,10,121,918,1,78,29.0
exp2_np27_rho005_alpha10,27,0.05,10,121,920,0,17,23.0
exp2_np27_rho005_alpha10,27,0.05,10,121,920,1,39,17.0
exp2_np27_rho005_alpha10,27,0.05,10,121,920,2,53,28.0
exp2_np27_rho005_alpha10,27,0.05,10,121,920,3,72,13.0
exp2_np27_rho005_alpha10,27,0.05,10,121,920,4,87,16.0
exp2_np27_rho005_alpha10,27,0.05,10,121,920,5,91,16.0
exp2_np27_rho005_alpha10,27,0.05,10,121,921,0,45,11.0
exp2_np27_rho005_alpha10,27,0.05,10,121,921,1,58,13.0
exp2_np27_rho005_alpha10,27,0.05,10,121,921,2,66,26.0
exp2_np27_rho005_alpha10,27,0.05,10,121,921,3,70,13.0
exp2_np27_rho005_alpha10,27,0.05,10,121,921,4,81,13.0
exp2_np27_rho005_alpha10,27,0.05,10,121,921,5,85,29.0
exp2_np27_rho005_alpha10,27,0.05,10,121,923,0,26,11.0
exp2_np27_rho005_alpha10,27,0.05,10,121,924,0,65,24.0
exp2_np27_rho005_alpha10,27,0.05,10,121,924,1,69,13.0
exp2_np27_rho005_alpha10,27,0.05,10,121,924,2,89,16.0
exp2_np27_rho005_alpha10,27,0.05,10,121,927,0,20,16.0
exp2_np27_rho005_alpha10,27,0.05,10,119,901,0,77,17.0
exp2_np27_rho005_alpha10,27,0.05,10,119,901,1,98,11.0
exp2_np27_rho005_alpha10,27,0.05,10,119,903,0,69,15.0
exp2_np27_rho005_alpha10,27,0.05,10,119,903,1,79,17.0
exp2_np27_rho005_alpha10,27,0.05,10,119,906,0,59,14.0
exp2_np27_rho005_alpha10,27,0.05,10,119,906,1,74,11.0
exp2_np27_rho005_alpha10,27,0.05,10,119,907,0,63,15.0
exp2_np27_rho005_alpha10,27,0.05,10,119,926,0,65,15.0
exp2_np27_rho005_alpha10,27,0.05,10,119,926,1,71,15.0
exp2_np27_rho005_alpha10,27,0.05,10,118,901,0,6,13.0
exp2_np27_rho005_alpha10,27,0.05,10,118,901,1,77,27.0
exp2_np27_rho005_alpha10,27,0.05,10,118,902,0,67,10.0
exp2_np27_rho005_alpha10,27,0.05,10,118,905,0,53,23.0
exp2_np27_rho005_alpha10,27,0.05,10,118,905,1,78,16.0
exp2_np27_rho005_alpha10,27,0.05,10,118,905,2,98,10.0
exp2_np27_rho005_alpha10,27,0.05,10,118,906,0,25,10.0
exp2_np27_rho005_alpha10,27,0.05,10,118,906,1,52,11.0
exp2_np27_rho005_alpha10,27,0.05,10,118,906,2,69,10.0
exp2_np27_rho005_alpha10,27,0.05,10,118,906,3,72,17.0
exp2_np27_rho005_alpha10,27,0.05,10,118,906,4,87,17.0
exp2_np27_rho005_alpha10,27,0.05,10,118,907,0,81,16.0
exp2_np27_rho005_alpha10,27,0.05,10,118,909,0,29,13.0
exp2_np27_rho005_alpha10,27,0.05,10,118,909,1,46,17.0
exp2_np27_rho005_alpha10,27,0.05,10,118,909,2,51,11.0
exp2_np27_rho005_alpha10,27,0.05,10,118,909,3,70,14.0
exp2_np27_rho005_alpha10,27,0.05,10,118,910,0,13,10.0
exp2_np27_rho005_alpha10,27,0.05,10,118,910,1,52,12.0
exp2_np27_rho005_alpha10,27,0.05,10,118,911,0,56,15.0
exp2_np27_rho005_alpha10,27,0.05,10,118,911,1,80,16.0
exp2_np27_rho005_alpha10,27,0.05,10,118,912,0,3,12.0
exp2_np27_rho005_alpha10,27,0.05,10,118,912,1,33,16.0
exp2_np27_rho005_alpha10,27,0.05,10,118,912,2,55,12.0
exp2_np27_rho005_alpha10,27,0.05,10,118,912,3,84,14.0
exp2_np27_rho005_alpha10,27,0.05,10,118,912,4,89,18.0
exp2_np27_rho005_alpha10,27,0.05,10,118,913,0,73,17.0
exp2_np27_rho005_alpha10,27,0.05,10,118,915,0,30,16.0
exp2_np27_rho005_alpha10,27,0.05,10,118,918,0,50,23.0
exp2_np27_rho005_alpha10,27,0.05,10,118,918,1,64,18.0
exp2_np27_rho005_alpha10,27,0.05,10,118,919,0,15,19.0
exp2_np27_rho005_alpha10,27,0.05,10,118,919,1,54,27.0
exp2_np27_rho005_alpha10,27,0.05,10,118,919,2,76,21.0
exp2_np27_rho005_alpha10,27,0.05,10,118,922,0,42,12.0
exp2_np27_rho005_alpha10,27,0.05,10,118,922,1,79,11.0
exp2_np27_rho005_alpha10,27,0.05,10,118,927,0,37,12.0
exp2_np27_rho005_alpha10,27,0.05,10,120,904,0,44,11.0
exp2_np27_rho005_alpha10,27,0.05,10,120,909,0,78,20.0
exp2_np27_rho005_alpha10,27,0.05,10,120,911,0,71,15.0
exp2_np27_rho005_alpha10,27,0.05,10,120,911,1,74,20.0
exp2_np27_rho005_alpha10,27,0.05,10,120,911,2,90,20.0
exp2_np27_rho005_alpha10,27,0.05,10,120,917,0,39,11.0
exp2_np27_rho005_alpha10,27,0.05,10,120,917,1,67,14.0
exp2_np27_rho005_alpha10,27,0.05,10,120,918,0,55,10.0
exp2_np27_rho005_alpha10,27,0.05,10,120,919,0,46,12.0
exp2_np27_rho005_alpha10,27,0.05,10,120,921,0,14,12.0
exp2_np27_rho005_alpha10,27,0.05,10,120,923,0,37,10.0
exp2_np27_rho005_alpha10,27,0.05,10,120,923,1,60,11.0
exp2_np27_rho005_alpha10,27,0.05,10,120,924,0,72,15.0
exp2_np27_rho005_alpha10,27,0.05,10,120,925,0,88,20.0
exp2_np27_rho005_alpha10,27,0.05,10,120,926,0,8,10.0
exp2_np27_rho005_alpha10,27,0.05,10,122,901,0,14,10.0
exp2_np27_rho005_alpha10,27,0.05,10,122,901,1,41,17.0
exp2_np27_rho005_alpha10,27,0.05,10,122,901,2,60,11.0
exp2_np27_rho005_alpha10,27,0.05,10,122,905,0,46,11.0
exp2_np27_rho005_alpha10,27,0.05,10,122,905,1,70,11.0
exp2_np27_rho005_alpha10,27,0.05,10,122,908,0,85,16.0
exp2_np27_rho005_alpha10,27,0.05,10,122,910,0,28,12.0
exp2_np27_rho005_alpha10,27,0.05,10,122,910,1,49,11.0
exp2_np27_rho005_alpha10,27,0.05,10,122,914,0,25,12.0
exp2_np27_rho005_alpha10,27,0.05,10,122,914,1,35,17.0
exp2_np27_rho005_alpha10,27,0.05,10,122,914,2,66,11.0
exp2_np27_rho005_alpha10,27,0.05,10,122,915,0,21,14.0
exp2_np27_rho005_alpha10,27,0.05,10,122,915,1,88,19.0
exp2_np27_rho005_alpha10,27,0.05,10,122,917,0,30,17.0
exp2_np27_rho005_alpha10,27,0.05,10,122,917,1,50,11.0
exp2_np27_rho005_alpha10,27,0.05,10,122,925,0,10,10.0
exp2_np27_rho005_alpha10,27,0.05,10,122,925,1,29,17.0
exp2_np27_rho005_alpha10,27,0.05,10,122,925,2,39,17.0
exp2_np27_rho005_alpha10,27,0.05,10,123,901,0,48,13.0
exp2_np27_rho005_alpha10,27,0.05,10,123,905,0,70,13.0
exp2_np27_rho005_alpha10,27,0.05,10,123,907,0,23,13.0
exp2_np27_rho005_alpha10,27,0.05,10,123,907,1,28,15.0
exp2_np27_rho005_alpha10,27,0.05,10,123,907,2,67,13.0
exp2_np27_rho005_alpha10,27,0.05,10,123,908,0,35,15.0
exp2_np27_rho005_alpha10,27,0.05,10,123,909,0,72,13.0
exp2_np27_rho005_alpha10,27,0.05,10,123,912,0,19,13.0
exp2_np27_rho005_alpha10,27,0.05,10,123,915,0,17,10.0
exp2_np27_rho005_alpha10,27,0.05,10,123,916,0,27,15.0
exp2_np27_rho005_alpha10,27,0.05,10,123,923,0,75,13.0
exp2_np27_rho005_alpha10,27,0.05,10,123,925,0,16,10.0
exp2_np27_rho005_alpha10,27,0.05,10,124,902,0,21,18.0
exp2_np27_rho005_alpha10,27,0.05,10,124,903,0,62,10.0
exp2_np27_rho005_alpha10,27,0.05,10,124,903,1,80,10.0
exp2_np27_rho005_alpha10,27,0.05,10,124,903,2,87,13.0
exp2_np27_rho005_alpha10,27,0.05,10,124,905,0,25,23.0
exp2_np27_rho005_alpha10,27,0.05,10,124,906,0,3,10.0
exp2_np27_rho005_alpha10,27,0.05,10,124,910,0,38,14.0
exp2_np27_rho005_alpha10,27,0.05,10,124,911,0,78,22.0
exp2_np27_rho005_alpha10,27,0.05,10,124,911,1,92,18.0
exp2_np27_rho005_alpha10,27,0.05,10,124,911,2,96,13.0
exp2_np27_rho005_alpha10,27,0.05,10,124,912,0,51,20.0
exp2_np27_rho005_alpha10,27,0.05,10,124,913,0,13,12.0
exp2_np27_rho005_alpha10,27,0.05,10,124,913,1,72,15.0
exp2_np27_rho005_alpha10,27,0.05,10,124,913,2,84,24.0
exp2_np27_rho005_alpha10,27,0.05,10,124,913,3,94,24.0
exp2_np27_rho005_alpha10,27,0.05,10,124,918,0,63,11.0
exp2_np27_rho005_alpha10,27,0.05,10,124,919,0,15,12.0
exp2_np27_rho005_alpha10,27,0.05,10,124,919,1,46,19.0
exp2_np27_rho005_alpha10,27,0.05,10,124,920,0,62,12.0
exp2_np27_rho005_alpha10,27,0.05,10,124,921,0,75,15.0
exp2_np27_rho005_alpha10,27,0.05,10,124,922,0,19,18.0
exp2_np27_rho005_alpha10,27,0.05,10,124,922,1,29,15.0
exp2_np27_rho005_alpha10,27,0.05,10,124,922,2,33,14.0
exp2_np27_rho005_alpha10,27,0.05,10,124,922,3,68,13.0
exp2_np27_rho005_alpha10,27,0.05,10,124,922,4,76,15.0
exp2_np27_rho005_alpha10,27,0.05,10,124,923,0,18,18.0
exp2_np27_rho005_alpha10,27,0.05,10,124,923,1,23,23.0
exp2_np27_rho005_alpha10,27,0.05,10,124,925,0,28,10.0
exp2_np27_rho005_alpha10,27,0.05,10,124,925,1,80,14.0
exp2_np27_rho005_alpha10,27,0.05,10,124,927,0,11,10.0
exp2_np27_rho005_alpha10,27,0.05,10,124,927,1,31,21.0
exp2_np27_rho005_alpha10,27,0.05,10,124,927,2,53,14.0
exp2_np27_rho005_alpha10,27,0.05,10,124,927,3,65,17.0
exp2_np27_rho005_alpha10,27,0.05,10,124,927,4,83,24.0
exp2_np27_rho005_alpha10,27,0.05,10,124,927,5,85,13.0
exp2_np27_rho005_alpha10,27,0.05,10,126,902,0,43,15.0
exp2_np27_rho005_alpha10,27,0.05,10,126,903,0,20,10.0
exp2_np27_rho005_alpha10,27,0.05,10,126,903,1,33,14.0
exp2_np27_rho005_alpha10,27,0.05,10,126,903,2,39,15.0
exp2_np27_rho005_alpha10,27,0.05,10,126,903,3,67,10.0
exp2_np27_rho005_alpha10,27,0.05,10,126,906,0,64,18.0
exp2_np27_rho005_alpha10,27,0.05,10,126,908,0,13,13.0
exp2_np27_rho005_alpha10,27,0.05,10,126,910,0,59,18.0
exp2_np27_rho005_alpha10,27,0.05,10,126,912,0,49,13.0
exp2_np27_rho005_alpha10,27,0.05,10,126,912,1,54,14.0
exp2_np27_rho005_alpha10,27,0.05,10,126,918,0,35,14.0
exp2_np27_rho005_alpha10,27,0.05,10,126,919,0,21,14.0
exp2_np27_rho005_alpha10,27,0.05,10,126,919,1,47,13.0
exp2_np27_rho005_alpha10,27,0.05,10,126,922,0,51,14.0
exp2_np27_rho005_alpha10,27,0.05,10,126,923,0,45,13.0
exp2_np27_rho005_alpha10,27,0.05,10,125,902,0,24,14.0
exp2_np27_rho005_alpha10,27,0.05,10,125,902,1,32,18.0
exp2_np27_rho005_alpha10,27,0.05,10,125,902,2,47,12.0
exp2_np27_rho005_alpha10,27,0.05,10,125,903,0,71,22.0
exp2_np27_rho005_alpha10,27,0.05,10,125,903,1,81,17.0
exp2_np27_rho005_alpha10,27,0.05,10,125,904,0,74,23.0
exp2_np27_rho005_alpha10,27,0.05,10,125,904,1,83,25.0
exp2_np27_rho005_alpha10,27,0.05,10,125,906,0,29,18.0
exp2_np27_rho005_alpha10,27,0.05,10,125,906,1,54,26.0
exp2_np27_rho005_alpha10,27,0.05,10,125,906,2,59,26.0
exp2_np27_rho005_alpha10,27,0.05,10,125,907,0,39,15.0
exp2_np27_rho005_alpha10,27,0.05,10,125,907,1,53,26.0
exp2_np27_rho005_alpha10,27,0.05,10,125,907,2,58,26.0
exp2_np27_rho005_alpha10,27,0.05,10,125,907,3,70,22.0
exp2_np27_rho005_alpha10,27,0.05,10,125,907,4,86,25.0
exp2_np27_rho005_alpha10,27,0.05,10,125,907,5,93,13.0
exp2_np27_rho005_alpha10,27,0.05,10,125,908,0,34,12.0
exp2_np27_rho005_alpha10,27,0.05,10,125,908,1,47,14.0
exp2_np27_rho005_alpha10,27,0.05,10,125,908,2,67,13.0
exp2_np27_rho005_alpha10,27,0.05,10,125,908,3,76,13.0
exp2_np27_rho005_alpha10,27,0.05,10,125,908,4,98,12.0
exp2_np27_rho005_alpha10,27,0.05,10,125,910,0,46,14.0
exp2_np27_rho005_alpha10,27,0.05,10,125,910,1,88,25.0
exp2_np27_rho005_alpha10,27,0.05,10,125,911,0,51,20.0
exp2_np27_rho005_alpha10,27,0.05,10,125,911,1,76,10.0
exp2_np27_rho005_alpha10,27,0.05,10,125,911,2,97,11.0
exp2_np27_rho005_alpha10,27,0.05,10,125,914,0,42,22.0
exp2_np27_rho005_alpha10,27,0.05,10,125,914,1,64,18.0
exp2_np27_rho005_alpha10,27,0.05,10,125,914,2,91,25.0
exp2_np27_rho005_alpha10,27,0.05,10,125,915,0,7,15.0
exp2_np27_rho005_alpha10,27,0.05,10,125,915,1,44,10.0
exp2_np27_rho005_alpha10,27,0.05,10,125,915,2,73,23.0
exp2_np27_rho005_alpha10,27,0.05,10,125,915,3,75,13.0
exp2_np27_rho005_alpha10,27,0.05,10,125,918,0,26,15.0
exp2_np27_rho005_alpha10,27,0.05,10,125,919,0,9,15.0
exp2_np27_rho005_alpha10,27,0.05,10,125,919,1,52,20.0
exp2_np27_rho005_alpha10,27,0.05,10,125,919,2,60,26.0
exp2_np27_rho005_alpha10,27,0.05,10,125,919,3,69,18.0
exp2_np27_rho005_alpha10,27,0.05,10,125,920,0,15,10.0
exp2_np27_rho005_alpha10,27,0.05,10,125,920,1,77,26.0
exp2_np27_rho005_alpha10,27,0.05,10,125,924,0,22,14.0
exp2_np27_rho005_alpha10,27,0.05,10,125,924,1,43,10.0
exp2_np27_rho005_alpha10,27,0.05,10,125,927,0,5,10.0
exp2_np27_rho005_alpha10,27,0.05,10,125,927,1,27,15.0
exp2_np27_rho005_alpha10,27,0.05,10,125,927,2,40,17.0
exp2_np27_rho005_alpha10,27,0.05,10,125,927,3,84,25.0
exp2_np27_rho005_alpha10,27,0.05,10,125,927,4,94,12.0
exp2_np27_rho005_alpha10,27,0.05,10,127,901,0,77,11.0
exp2_np27_rho005_alpha10,27,0.05,10,127,901,1,95,14.0
exp2_np27_rho005_alpha10,27,0.05,10,127,903,0,51,14.0
exp2_np27_rho005_alpha10,27,0.05,10,127,903,1,56,13.0
exp2_np27_rho005_alpha10,27,0.05,10,127,903,2,79,11.0
exp2_np27_rho005_alpha10,27,0.05,10,127,905,0,86,14.0
exp2_np27_rho005_alpha10,27,0.05,10,127,907,0,24,20.0
exp2_np27_rho005_alpha10,27,0.05,10,127,907,1,72,11.0
exp2_np27_rho005_alpha10,27,0.05,10,127,910,0,45,14.0
exp2_np27_rho005_alpha10,27,0.05,10,127,912,0,22,13.0
exp2_np27_rho005_alpha10,27,0.05,10,127,912,1,61,20.0
exp2_np27_rho005_alpha10,27,0.05,10,127,913,0,12,22.0
exp2_np27_rho005_alpha10,27,0.05,10,127,913,1,31,11.0
exp2_np27_rho005_alpha10,27,0.05,10,127,913,2,81,11.0
exp2_np27_rho005_alpha10,27,0.05,10,127,914,0,29,20.0
exp2_np27_rho005_alpha10,27,0.05,10,127,914,1,58,20.0
exp2_np27_rho005_alpha10,27,0.05,10,127,915,0,35,12.0
exp2_np27_rho005_alpha10,27,0.05,10,127,915,1,47,12.0
exp2_np27_rho005_alpha10,27,0.05,10,127,915,2,54,18.0
exp2_np27_rho005_alpha10,27,0.05,10,127,916,0,7,18.0
exp2_np27_rho005_alpha10,27,0.05,10,127,916,1,15,22.0
exp2_np27_rho005_alpha10,27,0.05,10,127,916,2,65,13.0
exp2_np27_rho005_alpha10,27,0.05,10,127,916,3,97,14.0
exp2_np27_rho005_alpha10,27,0.05,10,127,917,0,63,20.0
exp2_np27_rho005_alpha10,27,0.05,10,127,917,1,90,14.0
exp2_np27_rho005_alpha10,27,0.05,10,127,920,0,11,20.0
exp2_np27_rho005_alpha10,27,0.05,10,127,922,0,37,12.0
exp2_np27_rho005_alpha10,27,0.05,10,128,906,0,14,10.0
exp2_np27_rho005_alpha10,27,0.05,10,128,906,1,27,12.0
exp2_np27_rho005_alpha10,27,0.05,10,128,911,0,59,15.0
exp2_np27_rho005_alpha10,27,0.05,10,128,914,0,68,16.0
exp2_np27_rho005_alpha10,27,0.05,10,128,915,0,16,11.0
exp2_np27_rho005_alpha10,27,0.05,10,128,915,1,21,10.0
exp2_np27_rho005_alpha10,27,0.05,10,128,917,0,48,16.0
exp2_np27_rho005_alpha10,27,0.05,10,128,917,1,53,13.0
exp2_np27_rho005_alpha10,27,0.05,10,128,923,0,19,13.0
exp2_np27_rho005_alpha10,27,0.05,10,128,924,0,23,17.0
exp2_np27_rho005_alpha10,27,0.05,10,128,925,0,20,11.0
exp2_np27_rho005_alpha10,27,0.05,10,128,927,0,33,21.0
exp2_np27_rho005_alpha10,27,0.05,10,128,927,1,54,10.0
exp2_np27_rho005_alpha10,27,0.05,10,128,927,2,65,11.0
exp2_np27_rho005_alpha10,27,0.05,10,129,903,0,93,15.0
exp2_np27_rho005_alpha10,27,0.05,10,129,904,0,63,19.0
exp2_np27_rho005_alpha10,27,0.05,10,129,907,0,61,17.0
